2024-04-26,WebApps,Success,CLIPPER
2024-04-26,Libs,Failed,CLIPPER
2024-04-26,Scheduler Resources,No Data,CLIPPER
2024-04-26,WebApps,Success,KDM
2024-04-26,WebApps,Success,TB
2024-04-26,Scheduler Resources,Success,TB
2024-04-26,Libs,Success,TB
2024-04-26,WebApps,Success,YAS
2024-04-26,CON Webapps,Success,YAS
2024-04-26,XNET Webapps,Success,YAS
2024-04-26,B2C Webapps,Success,YAS
2024-04-26,B2B Webapps,Success,YAS
2024-04-26,Scheduler Resources,Failed,YAS
2024-04-26,Libs,No Data,YAS
